Canonical,Team,Numbers,Variations
B. Lomeka,Worthing Thunder,9,B. Lomeka
T. Mcindoe,Worthing Thunder,23,T. Mcindoe
T. Dejesus,Worthing Thunder,26,T. Dejesus
J. Lashley,Worthing Thunder,35,J. Lashley
A. Price,Worthing Thunder,88,A. Price
H. Beverley Jr,Derby Trailblazers,5,H. Beverley Jr
E. Oliver,Derby Trailblazers,6,E. Oliver
R. May-Thompson,Derby Trailblazers,7,R. May-Thompson
C. Washington,Derby Trailblazers,13,C. Washington
R. Marsden,Derby Trailblazers,30,R. Marsden
C. Burr,Derby Trailblazers,0,C. Burr
S. Walker,Derby Trailblazers,3,S. Walker
C. Brown,Derby Trailblazers,4,C. Brown
E. Lawrence,Derby Trailblazers,14,E. Lawrence
J. Pathmarajah,Derby Trailblazers,22,J. Pathmarajah
A. Bhebhe,Bristol Flyers II,4,A. Bhebhe
W. Simba,Bristol Flyers II,6,W. Simba
K. Tadros,Bristol Flyers II,14,K. Tadros
M. Matthews,Newcastle Knights,8,M. Matthews
S. Trunley,Newcastle Knights,10,S. Trunley
J. Thames,Newcastle Knights,11,J. Thames
F. Cork,Newcastle Knights,13,F. Cork
N. Saa,Newcastle Knights,14/4,N. Saa
M. Hendry,Newcastle Knights,2/3/4,M. Hendry
M. Jones,Newcastle Knights,5,M. Jones
S. Angus,Newcastle Knights,7,S. Angus
J. Soodeen,Newcastle Knights,12/6,J. Soodeen
T. Riley,Newcastle Knights,15/3/9,T. Riley
M. Brown,Essex Rebels,2,M. Brown
R. Udeh,Essex Rebels,14,R. Udeh
A. Idiata-Mendez,Essex Rebels,20,A. Idiata-Mendez
T. Child,Essex Rebels,22,T. Child
H. Gent,Essex Rebels,36,H. Gent
M. Wol-Cummings,Essex Rebels,0,M. Wol-Cummings
M. Amako,Essex Rebels,1,M. Amako
J. Mckew,Essex Rebels,7,J. Mckew
T. Hudson,Essex Rebels,9,T. Hudson
K. Martin,Essex Rebels,10,K. Martin
W. White,Essex Rebels,24,W. White
M. Sokoli,Nottingham Hoods,0/2/3,M. Sokoli
T. Williams,Nottingham Hoods,0/1/55/9,T. Williams
T. Walker,Nottingham Hoods,4,T. Walker
E. Bailey,Nottingham Hoods,6,E. Bailey
D. Nixon Ii,Nottingham Hoods,12/24,D. Nixon Ii
A. Sandu-Nelson,Nottingham Hoods,5,A. Sandu-Nelson
S. Akano,Nottingham Hoods,7,S. Akano
C. Ross,Nottingham Hoods,10/3/9,C. Ross
M. Savery-Richards,Nottingham Hoods,14/8,M. Savery-Richards
A. Thomson,Nottingham Hoods,11/21,A. Thomson
L. Maitland,Nottingham Hoods,0/23/55,L. Maitland
T. Bonsu,Nottingham Hoods,0/13/14/2/25,T. Bonsu
M. Norman,Hemel Storm,2,M. Norman
B. Inger,Hemel Storm,3,B. Inger
S. Newman,Hemel Storm,4,S. Newman
D. Nelson-Henry,Hemel Storm,10,D. Nelson-Henry
T. Johnson,Hemel Storm,12,T. Johnson
J. Rai,Hemel Storm,5,J. Rai
J. Burnell,Hemel Storm,7,J. Burnell
K. Walker,Hemel Storm,11,K. Walker
V. Eze,Hemel Storm,21,V. Eze
D. Parkinson,Hemel Storm,23,D. Parkinson
J. Melke,Yorkshire Dragons,5,J. Melke
C. Johnson,Yorkshire Dragons,6/9,C. Johnson
D. Ulph,Yorkshire Dragons,10,D. Ulph
J. Whelan,Yorkshire Dragons,23,J. Whelan
N. Lewis,Yorkshire Dragons,93,N. Lewis
R. Ani,Yorkshire Dragons,1,R. Ani
E. Brownell,Yorkshire Dragons,2,E. Brownell
A. Lycoudis,Yorkshire Dragons,11/7,A. Lycoudis
P. Cantwell,Yorkshire Dragons,12/13,P. Cantwell
L. Rooney,Yorkshire Dragons,14/3,L. Rooney
C. Nyarko,Loughborough Riders,11/3/9,C. Nyarko
L. Ehiorobo,Loughborough Riders,10/12/15/21,L. Ehiorobo
B. Dean,Newcastle Knights,1,B. Dean
M. Felletti-O'donnell,Newcastle Knights,9,M. Felletti-O'donnell
W. Neighbour,Newcastle Knights,15,W. Neighbour
D. Jackson,Milton Keynes Breakers,1/10,D. Jackson
C. Thompson,Milton Keynes Breakers,8,C. Thompson
J. Dietrich,Milton Keynes Breakers,12,J. Dietrich
X. Wilson,Milton Keynes Breakers,21,X. Wilson
C. Tawiah,Milton Keynes Breakers,25,C. Tawiah
K. Williams,Milton Keynes Breakers,0,K. Williams
K. Oates,Milton Keynes Breakers,4/5,K. Oates
B. Baker-Mccann,Milton Keynes Breakers,11,B. Baker-Mccann
L. Gregory,Milton Keynes Breakers,13,L. Gregory
M. New Jr.,Milton Keynes Breakers,15,M. New Jr.
A. Scarborough,Worthing Thunder,4,A. Scarborough
M. Wallace,Loughborough Riders,22,M. Wallace
B. Woog,Loughborough Riders,10/20/7,B. Woog
J. Chater,Hemel Storm,8,J. Chater
J. Lemon,Derby Trailblazers,6/9,J. Lemon
E. Norman,Derby Trailblazers,12,E. Norman
S. Perry,Nottingham Hoods,11,S. Perry
B. Johnson,Nottingham Hoods,21/25,B. Johnson
J. Spencer,Milton Keynes Breakers,23,J. Spencer
G. Formeloza,Milton Keynes Breakers,5/6,G. Formeloza
M. Hassan-Taylor,Reading Rockets,15/5/7,M. Hassan-Taylor
M. Daines,Reading Rockets,16,M. Daines
R. Blain,Birmingham Rockets,0,R. Blain
E. Donaldson,Birmingham Rockets,3,E. Donaldson
L. Mcgregor,Birmingham Rockets,6,L. Mcgregor
Z. Powell,Birmingham Rockets,14,Z. Powell
L. Okosieme,Birmingham Rockets,21,L. Okosieme
A. Mutothori,Birmingham Rockets,5,A. Mutothori
F. Mughaal,Birmingham Rockets,7,F. Mughaal
M. Gayle,Birmingham Rockets,8,M. Gayle
T. Grayling,Birmingham Rockets,12,T. Grayling
O. Jackman,Birmingham Rockets,13,O. Jackman
L. Duru,Birmingham Rockets,15/16,L. Duru
D. Johnson-Thompson,Essex Rebels,13,D. Johnson-Thompson
L. Matthews,Bristol Flyers II,10/4/5/6,L. Matthews
S. Jamison,Nottingham Hoods,0/2/25,S. Jamison
H. Abdul,Newcastle Knights,3,H. Abdul
L. Davies,Bristol Hurricanes,13,L. Davies
M. Gordon,Loughborough Riders,22,M. Gordon
B. Freckleton,Milton Keynes Breakers,13/7,B. Freckleton
J. Dawes,Nottingham Hoods,15,J. Dawes
P. Basioudis,Birmingham Rockets,1/5,P. Basioudis
A. Sylla,Hemel Storm,1,A. Sylla
G. Pastor,Derby Trailblazers,5,G. Pastor
K. Asomani,Bristol Hurricanes,8,K. Asomani
J. Oyewole,Bristol Hurricanes,29/5,J. Oyewole
L. Sayles,Reading Rockets,11/13,L. Sayles
J. Griffith,Nottingham Hoods,15,J. Griffith
J. Griffiths,Nottingham Hoods,15,J. Griffiths
E. Ekwegh,Bristol Flyers II,13/14/6/7/8/9,E. Ekwegh
A. Pyne,London Cavaliers,7,A. Pyne
L. Bakary,Reading Rockets,11/13/15/7,L. Bakary
H. Whysall,Bristol Hurricanes,44,H. Whysall
Y. Salih,Reading Rockets,5,Y. Salih
M. Smith,Derby Trailblazers,9,M. Smith
D. Delsol Lowry,London Cavaliers,21,D. Delsol Lowry
J. Dang-Okodo,Bristol Hurricanes,23,J. Dang-Okodo
P. Tew,Yorkshire Dragons,14,P. Tew
D. Delsol-Lowry,London Cavaliers,12/21,D. Delsol-Lowry
B. Winter,Essex Rebels,5,B. Winter
J. Dang-Akodo,Bristol Hurricanes,23,J. Dang-Akodo
B. Tew,Yorkshire Dragons,14/20,B. Tew
L. Dinnall,Bristol Flyers II,8,L. Dinnall
R. Bawden,Bristol Flyers II,9,R. Bawden
T. C,Milton Keynes Breakers,8,T. C
V. Ndoukou,Loughborough Riders,21/7,V. Ndoukou
R. Reed,Newcastle Knights,6,R. Reed
S. Lewis,Hemel Storm,12/24,S. Lewis
W. Tallon,Derby Trailblazers,23,W. Tallon
A. Adedo,Nottingham Hoods,0/12,A. Adedo
V. Ndukou,Loughborough Riders,21/7,V. Ndukou
J. Mielke,Yorkshire Dragons,5,J. Mielke
D. Rowaiye,Bristol Flyers II,11,D. Rowaiye
I. Temilola,Essex Rebels,15,I. Temilola
F. Mughal,Birmingham Rockets,7,F. Mughal
J. Jefferson,Yorkshire Dragons,4,J. Jefferson
K. Bartholomew,Nottingham Hoods,25/4,K. Bartholomew
Z. Poorman,Reading Rockets,6,Z. Poorman
S. Mamuini,Yorkshire Dragons,6,S. Mamuini
R. Graham-Bell,Newcastle Knights,14,R. Graham-Bell
E. Harrington,Reading Rockets,7,E. Harrington
